circuit_section_id,circuit_id,line_situation,voltage,circuit_section_name_normalized,circuit_name_normalized,candidate_labels,candidate_bases,match_status,appendix_indices,appendix_node_labels,appendix_base_labels,gsp_candidates,resolution_notes
177855384_113272534,113275067.0,UNDERGROUND,33000.0,TEE TO BRAMHAM 3736,BARWICK 1449 (BRAMHAM GSP A) - BRAMHAM 3736 TEED,"[""BRAMHAM"", ""BARWICK"", ""BRAMHAM GSP A""]","[""BRAMHAM"", ""BARWICK"", ""BRAMHAM GSP A""]",matched,[88],"[""BRAMHAM TRANSFORMER 2"", ""BARWICK TRANSFORMER 2""]","[""BRAMHAM"", ""BARWICK"", ""BRAMHAM GSP A""]","[""Ferrybridge B""]",Unique base pair match
177882011,,UNDERGROUND,33000.0,DARLINGTON NORTH - AYCLIFFE INDUSTRIAL,NAN,"[""DARLINGTON NORTH"", ""AYCLIFFE INDUSTRIAL"", ""NAN""]","[""DARLINGTON NORTH"", ""AYCLIFFE INDUSTRIAL"", ""NAN""]",matched,[456],"[""DARLINGTON NORTH 33KV"", ""AYCLIFFE INDUSTRIAL TRANSFORMER 1 33KV""]","[""AYCLIFFE INDUSTRIAL"", ""DARLINGTON NORTH"", ""NAN""]","[""Norton""]",Unique base pair match
177889988,,DUCTED,33000.0,TEE TO NCJT-22697526,NAN,"[""NCJT"", ""NAN""]","[""NCJT"", ""NAN""]",unmatched,[],[],"[""NCJT"", ""NAN""]",[],No base-pair match; review suggested GSPs
177889989,,DUCTED,33000.0,WAKEFIELD NORTH 6040 - ALVERTHORPE ROAD 6051 TEED,NAN,"[""WAKEFIELD NORTH"", ""ALVERTHORPE ROAD"", ""NAN""]","[""WAKEFIELD NORTH"", ""ALVERTHORPE ROAD"", ""NAN""]",ambiguous,"[165, 1359]",[],"[""WAKEFIELD NORTH"", ""NAN"", ""ALVERTHORPE ROAD""]","[""Skelton Grange""]",Multiple Appendix rows share the same base pair
177889989,,UNDERGROUND,33000.0,WAKEFIELD NORTH 6040 - ALVERTHORPE ROAD 6051 TEED,NAN,"[""WAKEFIELD NORTH"", ""ALVERTHORPE ROAD"", ""NAN""]","[""WAKEFIELD NORTH"", ""ALVERTHORPE ROAD"", ""NAN""]",ambiguous,"[165, 1359]",[],"[""WAKEFIELD NORTH"", ""NAN"", ""ALVERTHORPE ROAD""]","[""Skelton Grange""]",Multiple Appendix rows share the same base pair
177900124,,UNDERGROUND,132000.0,TEE TO NCTM-00875073,NAN,"[""NCTM"", ""NAN""]","[""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN""]",[],No base-pair match; review suggested GSPs
177900125,,UNDERGROUND,132000.0,TEE TO NCTM-00875074,NAN,"[""NCTM"", ""NAN""]","[""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN""]",[],No base-pair match; review suggested GSPs
178021446,,UNDERGROUND,33000.0,PANDON - FOSSWAY,NAN,"[""PANDON"", ""FOSSWAY"", ""NAN""]","[""PANDON"", ""FOSSWAY"", ""NAN""]",ambiguous,"[581, 1708]",[],"[""FOSSWAY"", ""PANDON RED"", ""PANDON"", ""PANDON GREEN"", ""NAN""]","[""Tynemouth""]",Multiple Appendix rows share the same base pair
178048190,,UNDERGROUND,33000.0,TEE TO SALTERFORTH 1694,NAN,"[""SALTERFORTH"", ""NAN""]","[""SALTERFORTH"", ""NAN""]",unmatched,[],[],"[""SALTERFORTH"", ""NAN""]","[""Bradford West""]",No base-pair match; review suggested GSPs
178048191,,UNDERGROUND,33000.0,TEE TO NCTM-00797968,NAN,"[""NCTM"", ""NAN""]","[""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN""]",[],No base-pair match; review suggested GSPs
178048192,,UNDERGROUND,33000.0,NCCS-21999356 - NCTM-00797967 TEED,NAN,"[""NCCS"", ""NCTM"", ""NAN""]","[""NCCS"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN"", ""NCCS""]",[],No base-pair match; review suggested GSPs
178128782_175914387,113314991.0,DUCTED,132000.0,178128782 - 175914387,BRADFORD WEST 1 (MENSTON FEEDER ISOL 303) - MENSTON 1524 TEED,"[""BRADFORD WEST"", ""MENSTON FEEDER"", ""MENSTON""]","[""BRADFORD WEST"", ""MENSTON FEEDER"", ""MENSTON""]",unmatched,[],[],"[""BRADFORD WEST"", ""MENSTON"", ""MENSTON FEEDER""]","[""Blyth 66kV"", ""Bradford West"", ""Creyke Beck"", ""Grimsby West"", ""Hartmoor"", ""Kirkstall B"", ""Knaresborough"", ""Norton"", ""Osbaldwick"", ""Stella South"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
178128782_175914387,113314991.0,UNDERGROUND,132000.0,178128782 - 175914387,BRADFORD WEST 1 (MENSTON FEEDER ISOL 303) - MENSTON 1524 TEED,"[""BRADFORD WEST"", ""MENSTON FEEDER"", ""MENSTON""]","[""BRADFORD WEST"", ""MENSTON FEEDER"", ""MENSTON""]",unmatched,[],[],"[""BRADFORD WEST"", ""MENSTON"", ""MENSTON FEEDER""]","[""Blyth 66kV"", ""Bradford West"", ""Creyke Beck"", ""Grimsby West"", ""Hartmoor"", ""Kirkstall B"", ""Knaresborough"", ""Norton"", ""Osbaldwick"", ""Stella South"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
178128797_175914388,113314991.0,DUCTED,132000.0,178128797 - 175914388,BRADFORD WEST 1 (MENSTON FEEDER ISOL 303) - MENSTON 1524 TEED,"[""BRADFORD WEST"", ""MENSTON FEEDER"", ""MENSTON""]","[""BRADFORD WEST"", ""MENSTON FEEDER"", ""MENSTON""]",unmatched,[],[],"[""BRADFORD WEST"", ""MENSTON"", ""MENSTON FEEDER""]","[""Blyth 66kV"", ""Bradford West"", ""Creyke Beck"", ""Grimsby West"", ""Hartmoor"", ""Kirkstall B"", ""Knaresborough"", ""Norton"", ""Osbaldwick"", ""Stella South"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
178128797_175914388,113314991.0,UNDERGROUND,132000.0,178128797 - 175914388,BRADFORD WEST 1 (MENSTON FEEDER ISOL 303) - MENSTON 1524 TEED,"[""BRADFORD WEST"", ""MENSTON FEEDER"", ""MENSTON""]","[""BRADFORD WEST"", ""MENSTON FEEDER"", ""MENSTON""]",unmatched,[],[],"[""BRADFORD WEST"", ""MENSTON"", ""MENSTON FEEDER""]","[""Blyth 66kV"", ""Bradford West"", ""Creyke Beck"", ""Grimsby West"", ""Hartmoor"", ""Kirkstall B"", ""Knaresborough"", ""Norton"", ""Osbaldwick"", ""Stella South"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3""]",No base-pair match; review suggested GSPs
178145034,,OVERHEAD,132000.0,MENSTON 1524 - SILSDEN 6130,NAN,"[""MENSTON"", ""SILSDEN"", ""NAN""]","[""MENSTON"", ""SILSDEN"", ""NAN""]",matched,[39],"[""SILSDEN TRANSFORMER 3"", ""MENSTON TRANSFORMER 2""]","[""NAN"", ""SILSDEN"", ""MENSTON""]","[""Bradford West""]",Unique base pair match
178145034,,DUCTED,132000.0,MENSTON 1524 - SILSDEN 6130,NAN,"[""MENSTON"", ""SILSDEN"", ""NAN""]","[""MENSTON"", ""SILSDEN"", ""NAN""]",matched,[39],"[""SILSDEN TRANSFORMER 3"", ""MENSTON TRANSFORMER 2""]","[""NAN"", ""SILSDEN"", ""MENSTON""]","[""Bradford West""]",Unique base pair match
178145035,,UNDERGROUND,132000.0,NCCS-22437201 - NCTM-00982020,NAN,"[""NCCS"", ""NCTM"", ""NAN""]","[""NCCS"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN"", ""NCCS""]",[],No base-pair match; review suggested GSPs
178145035,,OVERHEAD,132000.0,NCCS-22437201 - NCTM-00982020,NAN,"[""NCCS"", ""NCTM"", ""NAN""]","[""NCCS"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN"", ""NCCS""]",[],No base-pair match; review suggested GSPs
178145036,,UNDERGROUND,132000.0,NCCS-22437201 - NCTM-00982016,NAN,"[""NCCS"", ""NCTM"", ""NAN""]","[""NCCS"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN"", ""NCCS""]",[],No base-pair match; review suggested GSPs
178157757,,UNDERGROUND,66000.0,NORTH TEES - CASSEL SWITCH,NAN,"[""NORTH TEES"", ""CASSEL SWITCH"", ""NAN""]","[""NORTH TEES"", ""CASSEL SWITCH"", ""NAN""]",unmatched,[],[],"[""NORTH TEES"", ""CASSEL SWITCH"", ""NAN""]","[""Bradford West"", ""Creyke Beck"", ""Ferrybridge B"", ""Keadby"", ""Neepsend"", ""Norton"", ""Osbaldwick"", ""Saltholme"", ""Skelton Grange"", ""Stella North"", ""West Boldon""]",No base-pair match; review suggested GSPs
178157758,,UNDERGROUND,66000.0,NORTH TEES - NCTM-00982062,NAN,"[""NORTH TEES"", ""NCTM"", ""NAN""]","[""NORTH TEES"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN"", ""NORTH TEES""]","[""Bradford West"", ""Creyke Beck"", ""Ferrybridge B"", ""Keadby"", ""Neepsend"", ""Norton"", ""Osbaldwick"", ""Saltholme"", ""Skelton Grange"", ""Stella North"", ""West Boldon""]",No base-pair match; review suggested GSPs
178157759,,UNDERGROUND,66000.0,NORTH TEES - NCTM-00982061,NAN,"[""NORTH TEES"", ""NCTM"", ""NAN""]","[""NORTH TEES"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN"", ""NORTH TEES""]","[""Bradford West"", ""Creyke Beck"", ""Ferrybridge B"", ""Keadby"", ""Neepsend"", ""Norton"", ""Osbaldwick"", ""Saltholme"", ""Skelton Grange"", ""Stella North"", ""West Boldon""]",No base-pair match; review suggested GSPs
178162809,,UNDERGROUND,33000.0,TEE TO NCTM-00982067,NAN,"[""NCTM"", ""NAN""]","[""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN""]",[],No base-pair match; review suggested GSPs
178162870_179936550,113313718.0,OVERHEAD,33000.0,178162870 - 179936550 TEED,BINGLEY 6131 (SILSDEN 1) - SILSDEN ROAD 1677 TEED,"[""BINGLEY"", ""SILSDEN"", ""SILSDEN ROAD""]","[""BINGLEY"", ""SILSDEN"", ""SILSDEN ROAD""]",unmatched,[],[],"[""SILSDEN"", ""SILSDEN ROAD"", ""BINGLEY""]","[""Bradford West"", ""Camblesforth"", ""Creyke Beck"", ""Drax"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Hartmoor"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Norton Lees"", ""Osbaldwick"", ""Pitsmoor 1/2"", ""Pitsmoor 3/4"", ""Saltend North"", ""Sheffield City"", ""Skelton Grange"", ""Stella North"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3"", ""Wincobank""]",No base-pair match; review suggested GSPs
178164800_178162870,113313718.0,UNDERGROUND,33000.0,TEE TO 178162870,BINGLEY 6131 (SILSDEN 1) - SILSDEN ROAD 1677 TEED,"[""BINGLEY"", ""SILSDEN"", ""SILSDEN ROAD""]","[""BINGLEY"", ""SILSDEN"", ""SILSDEN ROAD""]",unmatched,[],[],"[""SILSDEN"", ""SILSDEN ROAD"", ""BINGLEY""]","[""Bradford West"", ""Camblesforth"", ""Creyke Beck"", ""Drax"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Hartmoor"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Norton Lees"", ""Osbaldwick"", ""Pitsmoor 1/2"", ""Pitsmoor 3/4"", ""Saltend North"", ""Sheffield City"", ""Skelton Grange"", ""Stella North"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3"", ""Wincobank""]",No base-pair match; review suggested GSPs
178165325_177854091,113273965.51,OVERHEAD,33000.0,TEE TO 177854091,WHINMOOR 3845 (BARWICK 2 A) - BARWICK 1449 TEED,"[""WHINMOOR"", ""BARWICK A"", ""BARWICK""]","[""WHINMOOR"", ""BARWICK A"", ""BARWICK""]",matched,[86],"[""BARWICK TRANSFORMER 2"", ""WHINMOOR TRANSFORMER 2""]","[""WHINMOOR"", ""BARWICK"", ""BARWICK A""]","[""Ferrybridge B""]",Unique base pair match
178165326_123613594,113273966.504,OVERHEAD,33000.0,TEE TO 123613594,WHINMOOR 3845 (NINELANDS LANE A) - NINELANDS LANE 3933 TEED,"[""WHINMOOR"", ""NINELANDS LANE A"", ""NINELANDS LANE""]","[""WHINMOOR"", ""NINELANDS LANE A"", ""NINELANDS LANE""]",matched,[707],"[""NINELANDS LANE TRANSFORMER 1"", ""WHINMOOR TRANSFORMER 1""]","[""NINELANDS LANE A"", ""WHINMOOR"", ""NINELANDS LANE""]","[""Ferrybridge B""]",Unique base pair match
178166996,,OVERHEAD,33000.0,LEEMING BAR - BEDALE TEED,NAN,"[""LEEMING BAR"", ""BEDALE"", ""NAN""]","[""LEEMING BAR"", ""BEDALE"", ""NAN""]",matched,[1055],"[""LEEMING BAR 33KV"", ""BEDALE TRANSFORMER 2 33KV""]","[""NAN"", ""LEEMING BAR"", ""BEDALE""]","[""Norton""]",Unique base pair match
178166996,,UNDERGROUND,33000.0,LEEMING BAR - BEDALE TEED,NAN,"[""LEEMING BAR"", ""BEDALE"", ""NAN""]","[""LEEMING BAR"", ""BEDALE"", ""NAN""]",matched,[1055],"[""LEEMING BAR 33KV"", ""BEDALE TRANSFORMER 2 33KV""]","[""NAN"", ""LEEMING BAR"", ""BEDALE""]","[""Norton""]",Unique base pair match
178166997,,UNDERGROUND,33000.0,TEE TO NCTM-00982070,NAN,"[""NCTM"", ""NAN""]","[""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN""]",[],No base-pair match; review suggested GSPs
178166998,,UNDERGROUND,33000.0,TEE TO NCTM-00982069,NAN,"[""NCTM"", ""NAN""]","[""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN""]",[],No base-pair match; review suggested GSPs
178186378,,UNDERGROUND,33000.0,TEE TO AIREDALE ROAD 1682,NAN,"[""AIREDALE ROAD"", ""NAN""]","[""AIREDALE ROAD"", ""NAN""]",unmatched,[],[],"[""NAN"", ""AIREDALE ROAD""]","[""Bradford West"", ""Camblesforth"", ""Creyke Beck"", ""Drax"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Hartmoor"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Norton Lees"", ""Osbaldwick"", ""Pitsmoor 1/2"", ""Pitsmoor 3/4"", ""Saltend North"", ""Sheffield City"", ""Skelton Grange"", ""Stella North"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3"", ""Wincobank""]",No base-pair match; review suggested GSPs
178186378,,OVERHEAD,33000.0,TEE TO AIREDALE ROAD 1682,NAN,"[""AIREDALE ROAD"", ""NAN""]","[""AIREDALE ROAD"", ""NAN""]",unmatched,[],[],"[""NAN"", ""AIREDALE ROAD""]","[""Bradford West"", ""Camblesforth"", ""Creyke Beck"", ""Drax"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Hartmoor"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Norton Lees"", ""Osbaldwick"", ""Pitsmoor 1/2"", ""Pitsmoor 3/4"", ""Saltend North"", ""Sheffield City"", ""Skelton Grange"", ""Stella North"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3"", ""Wincobank""]",No base-pair match; review suggested GSPs
178186530,,UNDERGROUND,33000.0,TEE TO NCTM-00697762,NAN,"[""NCTM"", ""NAN""]","[""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN""]",[],No base-pair match; review suggested GSPs
178194532,,UNDERGROUND,33000.0,LEEMING BAR - NCTM-00982065 TEED,NAN,"[""LEEMING BAR"", ""NCTM"", ""NAN""]","[""LEEMING BAR"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""LEEMING BAR"", ""NAN""]","[""Norton""]",No base-pair match; review suggested GSPs
178194533,,UNDERGROUND,33000.0,TEE TO NCTM-00982068,NAN,"[""NCTM"", ""NAN""]","[""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN""]",[],No base-pair match; review suggested GSPs
178216811,,OVERHEAD,33000.0,NCCS-22147751 - NCTM-00805989,NAN,"[""NCCS"", ""NCTM"", ""NAN""]","[""NCCS"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN"", ""NCCS""]",[],No base-pair match; review suggested GSPs
178228791_175175840,113263109.0,DUCTED,33000.0,TEE TO 175175840,BRIGHOUSE GSP 2 (SPENBOROUGH NO 2) - 123859786 TEED,"[""BRIGHOUSE GSP"", ""SPENBOROUGH""]","[""BRIGHOUSE GSP"", ""SPENBOROUGH""]",matched,[71],"[""SPENBOROUGH TRANSFORMER 2"", ""BRIGHOUSE GRID TRANSFORMER 2""]","[""SPENBOROUGH"", ""BRIGHOUSE"", ""BRIGHOUSE GSP""]","[""Elland""]",Unique base pair match
178241152,,UNDERGROUND,33000.0,TEE TO NCTM-00981767,NAN,"[""NCTM"", ""NAN""]","[""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN""]",[],No base-pair match; review suggested GSPs
178241153,,UNDERGROUND,33000.0,BARWICK 1449 - WHINMOOR 3845 TEED,NAN,"[""BARWICK"", ""WHINMOOR"", ""NAN""]","[""BARWICK"", ""WHINMOOR"", ""NAN""]",matched,[86],"[""BARWICK TRANSFORMER 2"", ""WHINMOOR TRANSFORMER 2""]","[""WHINMOOR"", ""BARWICK"", ""NAN""]","[""Ferrybridge B""]",Unique base pair match
178263953_178413327,142091906.0,OVERHEAD,33000.0,TEE TO 178413327,DARLINGTON NORTH (RICHMOND 2 TEED) - RICHMOND TEED,"[""DARLINGTON NORTH"", ""RICHMOND""]","[""DARLINGTON NORTH"", ""RICHMOND""]",matched,[459],"[""DARLINGTON NORTH 33KV"", ""RICHMOND TRANSFORMER 2 33KV""]","[""RICHMOND"", ""DARLINGTON NORTH""]","[""Norton""]",Unique base pair match
178264578,,UNDERGROUND,33000.0,TEE TO NCTM-00813950,NAN,"[""NCTM"", ""NAN""]","[""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN""]",[],No base-pair match; review suggested GSPs
178264579,,UNDERGROUND,33000.0,TEE TO NCTM-00813951,NAN,"[""NCTM"", ""NAN""]","[""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN""]",[],No base-pair match; review suggested GSPs
178282125,,UNDERGROUND,66000.0,TEE TO STONEY CUT,NAN,"[""STONEY CUT"", ""NAN""]","[""STONEY CUT"", ""NAN""]",unmatched,[],[],"[""STONEY CUT"", ""NAN""]","[""Hawthorn Pit Grid""]",No base-pair match; review suggested GSPs
178282126,,OVERHEAD,66000.0,HAWTHORN PIT GRID - SHOTTON TEED,NAN,"[""HAWTHORN PIT GRID"", ""SHOTTON"", ""NAN""]","[""HAWTHORN PIT GRID"", ""SHOTTON"", ""NAN""]",ambiguous,"[999, 1549]",[],"[""HAWTHORN PIT"", ""HAWTHORN STONEY SHOTTON TEE"", ""SHOTTON"", ""NAN"", ""HAWTHORN PIT GRID""]","[""Hawthorn Pit Grid""]",Multiple Appendix rows share the same base pair
178282126,,UNDERGROUND,66000.0,HAWTHORN PIT GRID - SHOTTON TEED,NAN,"[""HAWTHORN PIT GRID"", ""SHOTTON"", ""NAN""]","[""HAWTHORN PIT GRID"", ""SHOTTON"", ""NAN""]",ambiguous,"[999, 1549]",[],"[""HAWTHORN PIT"", ""HAWTHORN STONEY SHOTTON TEE"", ""SHOTTON"", ""NAN"", ""HAWTHORN PIT GRID""]","[""Hawthorn Pit Grid""]",Multiple Appendix rows share the same base pair
178290824_125970459,178290824.1,OVERHEAD,33000.0,BEELEY WOOD 931 - 125970459 TEED,BEELEY WOOD 931 (LOXLEY ROAD 33KV ISOLATOR A) - LOXLEY ROAD 33/11KV SUBSTATION 1057 TEED,"[""BEELEY WOOD"", ""LOXLEY ROAD A"", ""LOXLEY ROAD"", ""SUBSTATION""]","[""BEELEY WOOD"", ""LOXLEY ROAD A"", ""LOXLEY ROAD"", ""SUBSTATION""]",unmatched,[],[],"[""LOXLEY ROAD"", ""LOXLEY ROAD A"", ""BEELEY WOOD"", ""SUBSTATION""]","[""Bradford West"", ""Camblesforth"", ""Creyke Beck"", ""Drax"", ""Elland"", ""Ferrybridge A"", ""Ferrybridge B"", ""Grimsby West"", ""Hartmoor"", ""Jordanthorpe"", ""Keadby"", ""Kirkstall B"", ""Neepsend"", ""Norton"", ""Norton Lees"", ""Osbaldwick"", ""Pitsmoor 1/2"", ""Pitsmoor 3/4"", ""Saltend North"", ""Sheffield City"", ""Skelton Grange"", ""Stella North"", ""West Boldon"", ""West Melton / Thorpe Marsh"", ""West Melton Section 3"", ""Wincobank""]",No base-pair match; review suggested GSPs
178324481,,UNDERGROUND,66000.0,NCCS-26187023 - NCTM-00748069,NAN,"[""NCCS"", ""NCTM"", ""NAN""]","[""NCCS"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN"", ""NCCS""]",[],No base-pair match; review suggested GSPs
178324482,,UNDERGROUND,66000.0,NCCS-26187023 - NCTM-00748068,NAN,"[""NCCS"", ""NCTM"", ""NAN""]","[""NCCS"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN"", ""NCCS""]",[],No base-pair match; review suggested GSPs
178356708,,UNDERGROUND,66000.0,NCCS-26231486 - NCTM-00801364,NAN,"[""NCCS"", ""NCTM"", ""NAN""]","[""NCCS"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN"", ""NCCS""]",[],No base-pair match; review suggested GSPs
178356710,,UNDERGROUND,66000.0,NCCS-26231488 - NCTM-00801365,NAN,"[""NCCS"", ""NCTM"", ""NAN""]","[""NCCS"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN"", ""NCCS""]",[],No base-pair match; review suggested GSPs
178377177,,UNDERGROUND,66000.0,NCCS-22564685 - NCTM-00766232,NAN,"[""NCCS"", ""NCTM"", ""NAN""]","[""NCCS"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN"", ""NCCS""]",[],No base-pair match; review suggested GSPs
178377179,,OVERHEAD,66000.0,NCCS-24842069 - NCTM-00766231,NAN,"[""NCCS"", ""NCTM"", ""NAN""]","[""NCCS"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN"", ""NCCS""]",[],No base-pair match; review suggested GSPs
178377180,,UNDERGROUND,66000.0,BARUGH 66/11KV 22490 - SCISSETT 21,NAN,"[""BARUGH"", ""SCISSETT"", ""NAN""]","[""BARUGH"", ""SCISSETT"", ""NAN""]",matched,[1503],"[""SCISSETT TRANSFORMER 1"", ""BARUGH GRID TRANSFORMER 1""]","[""BARUGH"", ""NAN"", ""SCISSETT""]","[""West Melton Section 3""]",Unique base pair match
178377180,,OVERHEAD,66000.0,BARUGH 66/11KV 22490 - SCISSETT 21,NAN,"[""BARUGH"", ""SCISSETT"", ""NAN""]","[""BARUGH"", ""SCISSETT"", ""NAN""]",matched,[1503],"[""SCISSETT TRANSFORMER 1"", ""BARUGH GRID TRANSFORMER 1""]","[""BARUGH"", ""NAN"", ""SCISSETT""]","[""West Melton Section 3""]",Unique base pair match
178377181,,UNDERGROUND,66000.0,NCCS-22108788 - NCTM-00766233,NAN,"[""NCCS"", ""NCTM"", ""NAN""]","[""NCCS"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN"", ""NCCS""]",[],No base-pair match; review suggested GSPs
178413327_173661038,142091906.0,UNDERGROUND,33000.0,TEE TO 173661038,DARLINGTON NORTH (RICHMOND 2 TEED) - RICHMOND TEED,"[""DARLINGTON NORTH"", ""RICHMOND""]","[""DARLINGTON NORTH"", ""RICHMOND""]",matched,[459],"[""DARLINGTON NORTH 33KV"", ""RICHMOND TRANSFORMER 2 33KV""]","[""RICHMOND"", ""DARLINGTON NORTH""]","[""Norton""]",Unique base pair match
178434436,,UNDERGROUND,33000.0,BEVERLEY 5616 INTERNALS:CIRCUIT BREAKER:SCBR-00098036 - TRANSFORMER:TTXF-00230532,NAN,"[""BEVERLEY"", ""SCBR"", ""TRANSFORMER"", ""TTXF"", ""NAN""]","[""BEVERLEY"", ""SCBR"", ""TRANSFORMER"", ""TTXF"", ""NAN""]",unmatched,[],[],"[""NAN"", ""TRANSFORMER"", ""BEVERLEY"", ""SCBR"", ""TTXF""]","[""Creyke Beck""]",No base-pair match; review suggested GSPs
178434695,,UNDERGROUND,33000.0,BEVERLEY 5616 INTERNALS:CIRCUIT BREAKER:SCBR-00076341 - TRANSFORMER:TTXF-00235691,NAN,"[""BEVERLEY"", ""SCBR"", ""TRANSFORMER"", ""TTXF"", ""NAN""]","[""BEVERLEY"", ""SCBR"", ""TRANSFORMER"", ""TTXF"", ""NAN""]",unmatched,[],[],"[""NAN"", ""TRANSFORMER"", ""BEVERLEY"", ""SCBR"", ""TTXF""]","[""Creyke Beck""]",No base-pair match; review suggested GSPs
178434843,,OVERHEAD,33000.0,BEVERLEY 5616 - ENDIKE LANE 5623 TEED,NAN,"[""BEVERLEY"", ""ENDIKE LANE"", ""NAN""]","[""BEVERLEY"", ""ENDIKE LANE"", ""NAN""]",matched,[816],"[""ENDIKE LANE TRANSFORMER 1"", ""BEVERLEY TRANSFORMER 1""]","[""BEVERLEY"", ""NAN"", ""ENDIKE LANE""]","[""Creyke Beck""]",Unique base pair match
178435053,,UNDERGROUND,33000.0,NCCS-21418954 - NCTM-00771543,NAN,"[""NCCS"", ""NCTM"", ""NAN""]","[""NCCS"", ""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN"", ""NCCS""]",[],No base-pair match; review suggested GSPs
178435054,,UNDERGROUND,33000.0,TEE TO NCTM-00771542,NAN,"[""NCTM"", ""NAN""]","[""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN""]",[],No base-pair match; review suggested GSPs
178435055,,UNDERGROUND,33000.0,TEE TO NCTM-00771541,NAN,"[""NCTM"", ""NAN""]","[""NCTM"", ""NAN""]",unmatched,[],[],"[""NCTM"", ""NAN""]",[],No base-pair match; review suggested GSPs
178435384,,UNDERGROUND,33000.0,BEVERLEY 5616 - SPARK MILL LANE 5629 TEED,NAN,"[""BEVERLEY"", ""SPARK MILL LANE"", ""NAN""]","[""BEVERLEY"", ""SPARK MILL LANE"", ""NAN""]",ambiguous,"[203, 1397]",[],"[""SPARK MILL LANE"", ""BEVERLEY"", ""NAN""]","[""Creyke Beck""]",Multiple Appendix rows share the same base pair
178435384,,OVERHEAD,33000.0,BEVERLEY 5616 - SPARK MILL LANE 5629 TEED,NAN,"[""BEVERLEY"", ""SPARK MILL LANE"", ""NAN""]","[""BEVERLEY"", ""SPARK MILL LANE"", ""NAN""]",ambiguous,"[203, 1397]",[],"[""SPARK MILL LANE"", ""BEVERLEY"", ""NAN""]","[""Creyke Beck""]",Multiple Appendix rows share the same base pair
