transformer_index,transformer_group,candidate_name,candidate_key,transformer_substation,primary_voltage_kv,secondary_voltage_kv,rating_mva,site_asset_number,site_name
323,STELLA,Annfield T3,ANNFIELD T3,Annfield,66.0,22.0,25.0,SITE-00232584,ANNFIELD
325,THURCROFT,Tickhill Road,ROAD TICKHILL,Tickhill Road,66.0,11.5,30.0,SITE-00266734,TICKHILL ROAD 66/11KV 1059
326,THURCROFT,Tickhill Road,ROAD TICKHILL,Tickhill Road,66.0,11.5,30.0,SITE-00266734,TICKHILL ROAD 66/11KV 1059
327,THURCROFT,Silverwood,SILVERWOOD,Silverwood,66.0,11.0,24.0,SITE-00273366,SILVERWOOD 1105
328,THURCROFT,New Orchard Lane,LANE NEW ORCHARD,New Orchard Lane,66.0,11.0,18.75,SITE-00271710,NEW ORCHARD LANE 5189
329,THURCROFT,Kiveton Park,KIVETON PARK,Kiveton Park,66.0,11.0,12.5,SITE-00266955,KIVETON PARK 2461
330,THURCROFT,Hackenthorpe,HACKENTHORPE,Hackenthorpe,66.0,11.0,24.0,SITE-00268244,HACKENTHORPE 2460
331,THURCROFT,Edlington,EDLINGTON,Edlington,66.0,11.0,18.75,SITE-00267022,EDLINGTON 45048
332,THURCROFT,Dinnington,DINNINGTON,Dinnington,66.0,11.5,30.0,SITE-00266182,DINNINGTON 2147
333,THURCROFT,Costhorpe,COSTHORPE,Costhorpe,66.0,11.0,12.5,SITE-00268247,COSTHORPE 66/11KV 5771
334,THURCROFT,Beighton,BEIGHTON,Beighton,66.0,11.5,25.0,SITE-00273286,BEIGHTON 933
335,THURCROFT,Beighton,BEIGHTON,Beighton,66.0,11.5,25.0,SITE-00273286,BEIGHTON 933
336,TYNEMOUTH,Tynemouth Central T2,CENTRAL T2 TYNEMOUTH,Tynemouth Central,33.0,11.5,18.75,SITE-00228776,TYNEMOUTH CENTRAL
337,TYNEMOUTH,Longbenton T1,LONGBENTON T1,Longbenton,33.0,11.5,18.75,SITE-00229085,LONGBENTON
338,TYNEMOUTH,Gosforth T2,GOSFORTH T2,Gosforth,132.0,33.0,90.0,SITE-00229078,GOSFORTH
339,TYNEMOUTH,Gosforth T1,GOSFORTH T1,Gosforth,132.0,33.0,120.0,SITE-00229078,GOSFORTH
340,TYNEMOUTH,Chirton Grange GT1,CHIRTON GRANGE GT1,Chirton Grange,132.0,33.0,60.0,SITE-00228689,CHIRTON GRANGE
341,WEST BOLDON,Sunderland T1 T5,SUNDERLAND T1 T5,Sunderland T1 T2,66.0,11.5,24.0,SITE-00241159,SUNDERLAND
342,WEST BOLDON,Sunderland T1 T5,SUNDERLAND T1 T5,Sunderland T1 T2,66.0,11.5,30.0,SITE-00241159,SUNDERLAND
343,WEST BOLDON,Sunderland T8,SUNDERLAND T8,Sunderland T5 T6,66.0,33.0,45.0,SITE-00241159,SUNDERLAND
344,WEST BOLDON,West Southwick T2,SOUTHWICK T2 WEST,West Southwick,66.0,11.5,32.0,SITE-00241162,WEST SOUTHWICK
345,WEST BOLDON,Walker T1,T1 WALKER,Walker,66.0,11.5,24.0,SITE-00229089,WALKER
346,WEST BOLDON,Pallion Trading T2,PALLION T2 TRADING,Pallion Trading,33.0,11.5,24.0,SITE-00241158,PALLION TRADING
347,WEST BOLDON,Offerton Green,GREEN OFFERTON,Offerton,33.0,11.5,32.0,SITE-00241151,OFFERTON
348,WEST BOLDON,Mount Road T2,MOUNT ROAD T2,Mount Road,33.0,11.5,24.0,SITE-00241155,MOUNT ROAD
349,WEST BOLDON,High Barmston T1,BARMSTON HIGH T1,High Barmston,66.0,11.5,18.75,SITE-00241154,HIGH BARMSTON
350,WEST BOLDON,Hedworth T2,HEDWORTH T2,Hedworth,66.0,11.5,32.0,SITE-00232704,HEDWORTH
351,WEST BOLDON,Hebburn West T1,HEBBURN T1 WEST,Hebburn West,66.0,11.5,24.0,SITE-00232703,HEBBURN WEST
352,WEST BOLDON,Hebburn T2,HEBBURN T2,Hebburn,66.0,5.75,10.0,SITE-00232702,HEBBURN
353,WEST BOLDON,Hebburn T1,HEBBURN T1,Hebburn,66.0,5.75,10.0,SITE-00232702,HEBBURN
354,WEST BOLDON,Harlow Green T1,GREEN HARLOW T1,Harlow Green,66.0,11.5,24.0,SITE-00233201,HARLOW GREEN
355,WEST BOLDON,Carley Hill T2,CARLEY HILL T2,Carley Hill,66.0,11.5,18.75,SITE-00241152,CARLEY HILL
356,WEST BOLDON,Breamish Street T2,BREAMISH STREET T2,Breamish Street,66.0,11.5,30.0,SITE-00238294,BREAMISH STREET
357,WEST BOLDON,Breamish Street T1,BREAMISH STREET T1,Breamish Street,66.0,11.5,30.0,SITE-00238294,BREAMISH STREET
358,WEST MELTON,Rawmarsh Road 3_4,3 4 RAWMARSH ROAD,Rawmarsh Road 3_4,132.0,11.5,30.0,SITE-00270930,RAWMARSH ROAD 3/4 5585
359,WEST MELTON,Rawmarsh Road 1_2,1 2 RAWMARSH ROAD,Rawmarsh Road 1_2,132.0,11.5,30.0,SITE-00270928,RAWMARSH ROAD 1/2 22941
360,WEST MELTON,Mansfield Road 2,2 MANSFIELD ROAD,Mansfield Road 2,33.0,11.0,24.0,SITE-00266678,MANSFIELD ROAD 3059
361,WEST MELTON,WORSBOROUGH PARK T1,PARK T1 WORSBOROUGH,Worsbrough Park,66.0,11.0,18.75,SITE-00272419,WORSBOROUGH PARK 22504
362,WEST MELTON,Woolley,WOOLLEY,Woolley,66.0,11.0,18.75,SITE-00266669,WOOLLEY 22503
363,WEST MELTON,Woolley,WOOLLEY,Woolley,66.0,11.0,18.75,SITE-00266669,WOOLLEY 22503
364,WEST MELTON,Woodcock Street,STREET WOODCOCK,Woodcock Street,33.0,11.0,24.0,SITE-00267098,WOODCOCK STREET 6056
365,WEST MELTON,Woodcock Street,STREET WOODCOCK,Woodcock Street,33.0,11.0,24.0,SITE-00267098,WOODCOCK STREET 6056
366,WEST MELTON,Wheatley Park,PARK WHEATLEY,Wheatley Park,66.0,11.0,18.75,SITE-00266646,WHEATLEY PARK 45060
367,WEST MELTON,West Melton,MELTON WEST,West Melton,132.0,66.0,60.0,SITE-00270927,WEST MELTON 66KV 1548
368,WEST MELTON,West End Lane,END LANE WEST,West End Lane,66.0,11.0,18.75,SITE-00268060,WEST END LANE 45059
369,WEST MELTON,Wakefield Monckton Road,MONCKTON ROAD WAKEFIELD,Wakefield Monckton Road,132.0,33.0,90.0,SITE-00268250,WAKEFIELD MONCKTON ROAD 6039
370,WEST MELTON,Wakefield Monckton Road,MONCKTON ROAD WAKEFIELD,Wakefield Monckton Road,132.0,33.0,90.0,SITE-00268250,WAKEFIELD MONCKTON ROAD 6039
371,WEST MELTON,Templeborough 33/11kV,TEMPLEBOROUGH,Templeborough 33/11kV,33.0,11.0,18.75,SITE-00266382,TEMPLEBOROUGH 33/11KV 343
372,WEST MELTON,Stairfoot,STAIRFOOT,Stairfoot,33.0,11.0,24.0,SITE-00273390,STAIRFOOT 22501
373,WEST MELTON,Stainforth,STAINFORTH,Stainforth,66.0,11.0,18.75,SITE-00266916,STAINFORTH 45057
374,WEST MELTON,Revill Lane,LANE REVILL,Revill Lane,33.0,11.0,23.0,SITE-00272402,REVILL LANE 3926
375,WEST MELTON,Revill Lane,LANE REVILL,Revill Lane,33.0,11.0,23.0,SITE-00272402,REVILL LANE 3926
376,WEST MELTON,Orgreave,ORGREAVE,Orgreave,33.0,11.0,23.0,SITE-00272306,ORGREAVE 3065
377,WEST MELTON,Kirk Sandall,KIRK SANDALL,Kirk Sandall,66.0,11.5,24.0,SITE-00273463,KIRK SANDALL 45053
378,WEST MELTON,Jarratt Street,JARRATT STREET,Jarratt Street,33.0,11.0,30.0,SITE-00272403,JARRATT STREET 45052
379,WEST MELTON,Hunshelf,HUNSHELF,Hunshelf,132.0,66.0,60.0,SITE-00271321,HUNSHELF BANK 6133
380,WEST MELTON,Hunningley,HUNNINGLEY,Hunningley,132.0,33.0,90.0,SITE-00266693,HUNNINGLEY 22491
381,WEST MELTON,HOUGHTON MAIN T1,HOUGHTON MAIN T1,Houghton Main,66.0,11.0,12.5,SITE-00232588,HOUGHTON
382,WEST MELTON,Hickleton,HICKLETON,Hickleton,66.0,11.0,18.75,SITE-00266697,HICKLETON 22497
383,WEST MELTON,Greyfriars Road 3/4,3 4 GREYFRIARS ROAD,Greyfriars Road 3/4,33.0,11.0,30.0,SITE-00266547,GREYFRIARS ROAD 3/4 48565
384,WEST MELTON,Greyfriars Road 3/4,3 4 GREYFRIARS ROAD,Greyfriars Road 3/4,33.0,11.0,23.0,SITE-00266547,GREYFRIARS ROAD 3/4 48565
385,WEST MELTON,Ecclesfield,ECCLESFIELD,Ecclesfield,66.0,11.0,18.75,SITE-00266386,ECCLESFIELD 2528
386,WEST MELTON,Durkar Low Lane,DURKAR LANE LOW,Durkar Low Lane,33.0,11.0,18.75,SITE-00266176,DURKAR LOW LANE 6052
387,WEST MELTON,Denby Dale Road,DALE DENBY ROAD,Denby Dale Road,33.0,11.0,24.0,SITE-00272531,DENBY DALE ROAD 6054
388,WEST MELTON,Dearne Road,DEARNE ROAD,Dearne Road,66.0,11.0,24.0,SITE-00268056,DEARNE ROAD 22903
389,WEST MELTON,Darnall,DARNALL,Darnall,33.0,11.0,24.0,SITE-00272305,DARNALL 63
390,WEST MELTON,Burton Road,BURTON ROAD,Burton Road,33.0,11.5,30.0,SITE-00274447,BURTON ROAD NORTH 22351
391,WEST MELTON,Burton Road,BURTON ROAD,Burton Road,33.0,11.5,30.0,SITE-00274447,BURTON ROAD NORTH 22351
392,WEST MELTON,Boc Brinsworth,BOC BRINSWORTH,Boc Brinsworth,33.0,11.0,18.75,SITE-00268154,BOC BRINSWORTH 1269
393,WEST MELTON,Blackburn Meadows 33/11kV,BLACKBURN MEADOWS,Blackburn Meadows 33/11kV,33.0,11.0,24.0,SITE-00266664,BLACKBURN MEADOWS B 5578
394,WEST MELTON,Blackburn Meadows 33/11kV,BLACKBURN MEADOWS,Blackburn Meadows 33/11kV,33.0,11.0,24.0,SITE-00266664,BLACKBURN MEADOWS B 5578
395,WEST MELTON,Bentley,BENTLEY,Bentley,33.0,11.0,24.0,SITE-00271413,BENTLEY PRIMARY 45045
396,WEST MELTON,Barugh 66/11kV,BARUGH,Barugh 66/11kV,66.0,11.5,30.0,SITE-00266189,BARUGH 66/11KV 22490
397,WEST MELTON,Barugh 132/66kV,BARUGH,Barugh 132/66kV,132.0,66.0,75.0,SITE-00266189,BARUGH 66/11KV 22490
398,WEST MELTON,Balby,BALBY,Balby,66.0,11.0,18.75,SITE-00310082,BALBY GENERATION 58901
399,WEST MELTON,Askern,ASKERN,Askern,66.0,11.5,23.0,SITE-00271414,ASKERN PRIMARY 6072
400,WEST MELTON,ARMTHORPE,ARMTHORPE,Armthorpe,66.0,11.0,18.75,SITE-00267101,ARMTHORPE 45042
401,WEST MELTON,Aldham,ALDHAM,Aldham,66.0,11.5,25.0,SITE-00266371,ALDHAM 1592
402,WINCOBANK,Waverley Business Park,BUSINESS PARK WAVERLEY,Waverley Business Park,33.0,11.5,40.0,SITE-00267000,WAVERLEY BUSINESS PARK 46495
403,WINCOBANK,Tinsley Park Road,PARK ROAD TINSLEY,Tinsley Park Road,33.0,11.0,24.0,SITE-00271717,TINSLEY PARK ROAD 619
404,WINCOBANK,NEW DROPPINGWELL ROAD T1,DROPPINGWELL NEW ROAD T1,New Droppingwell Road,33.0,11.5,30.0,SITE-00229323,NEW ROAD
405,BLYTH,Cramlington T1,CRAMLINGTON T1,Cramlington T1 T3,66.0,11.5,18.75,SITE-00228770,CRAMLINGTON
406,BLYTH,Warkworth T1,T1 WARKWORTH,Warkworth,66.0,22.0,25.0,SITE-00232652,WARKWORTH
407,BLYTH,Wansbeck T2,T2 WANSBECK,Wansbeck,66.0,11.5,36.0,SITE-00234273,WANSBECK
408,BLYTH,Reservoir T1,RESERVOIR T1,Reservoir,66.0,22.0,30.0,SITE-00233337,RESERVOIR
409,BLYTH,Linton T2,LINTON T2,Linton,66.0,22.0,24.0,SITE-00233255,LINTON
410,BLYTH,Linton T1,LINTON T1,Linton,66.0,22.0,25.0,SITE-00233255,LINTON
411,BLYTH,Linton GT1,GT1 LINTON,Linton,132.0,66.0,60.0,SITE-00233255,LINTON
412,BLYTH,Denwick T2,DENWICK T2,Denwick,66.0,22.0,25.0,SITE-00232651,DENWICK
413,BLYTH,Benton Square T2,BENTON SQUARE T2,Benton Square,66.0,11.5,18.75,SITE-00228691,BENTON SQUARE
414,BLYTH,Ashington T2,ASHINGTON T2,Ashington,66.0,11.5,18.75,SITE-00233256,ASHINGTON
416,BRADFORD WEST,Toller Lane,LANE TOLLER,Toller Lane,33.0,11.0,18.75,SITE-00268138,TOLLER LANE 1158
417,BRADFORD WEST,Toller Lane,LANE TOLLER,Toller Lane,33.0,11.0,18.75,SITE-00268138,TOLLER LANE 1158
418,BRADFORD WEST,Silsden,SILSDEN,Silsden,132.0,33.0,45.0,SITE-00268252,SILSDEN 6130
419,BRADFORD WEST,Shipley,SHIPLEY,Shipley,33.0,11.5,24.0,SITE-00266540,SHIPLEY 248
420,BRADFORD WEST,Salterforth,SALTERFORTH,Salterforth,33.0,11.0,24.0,SITE-00271131,EARBY ROAD SALTERFORTH 1772
421,BRADFORD WEST,Saint Street,SAINT STREET,Saint Street,33.0,11.0,23.0,SITE-00266701,SAINT STREET PRIM 72
422,BRADFORD WEST,Queensbury,QUEENSBURY,Queensbury,33.0,11.0,24.0,SITE-00273285,QUEENSBURY 18
423,BRADFORD WEST,Queensbury,QUEENSBURY,Queensbury,33.0,11.0,24.0,SITE-00273285,QUEENSBURY 18
424,BRADFORD WEST,Pool,POOL,Pool,33.0,11.5,24.0,SITE-00266881,POOL 5190
425,BRADFORD WEST,Mount Street,MOUNT STREET,Mount Street,33.0,11.0,18.75,SITE-00266367,MOUNT STREET 1108
426,BRADFORD WEST,Mount Street,MOUNT STREET,Mount Street,33.0,11.0,18.75,SITE-00266367,MOUNT STREET 1108
427,BRADFORD WEST,Menston,MENSTON,Menston,132.0,33.0,90.0,SITE-00266660,MENSTON 1524
428,BRADFORD WEST,Legrams Mill Lane,LANE LEGRAMS MILL,Legrams Mill Lane,33.0,11.0,18.75,SITE-00266877,LEGRAMS MILL LANE 1143
429,BRADFORD WEST,Kirk Drive,DRIVE KIRK,Kirk Drive,33.0,11.0,23.0,SITE-00271227,KIRK DRIVE 5186
430,BRADFORD WEST,INGS LANE,INGS LANE,Ings Lane,33.0,11.0,24.0,SITE-00272411,INGS LANE 1691
431,BRADFORD WEST,Idle,IDLE,Idle,33.0,11.0,18.75,SITE-00266657,IDLE 573
432,BRADFORD WEST,Gibraltar Road,GIBRALTAR ROAD,Gibraltar Road,33.0,11.0,24.0,SITE-00273291,GIBRALTAR ROAD 8
433,BRADFORD WEST,Gaisby Lane,GAISBY LANE,Gaisby Lane,33.0,11.0,18.75,SITE-00266887,GAISBY LANE 1113
434,BRADFORD WEST,Furness Avenue,AVENUE FURNESS,Furness Avenue,33.0,11.0,23.0,SITE-00272303,FURNESS AVENUE 7
435,BRADFORD WEST,DENHOLME,DENHOLME,Denholme,33.0,11.0,12.0,SITE-00272424,DENHOLME 6
436,BRADFORD WEST,Cracoe,CRACOE,Cracoe,33.0,11.0,12.5,SITE-00273276,CRACOE 1596
437,BRADFORD WEST,Cracoe,CRACOE,Cracoe,33.0,11.0,24.0,SITE-00273276,CRACOE 1596
438,BRADFORD WEST,Chevin End,CHEVIN END,Chevin End,33.0,11.5,30.0,SITE-00266654,CHEVIN END 5188
439,BRADFORD WEST,Chevin End,CHEVIN END,Chevin End,33.0,11.5,30.0,SITE-00266654,CHEVIN END 5188
440,BRADFORD WEST,Bradford,BRADFORD,Bradford,132.0,33.0,90.0,SITE-00290686,BRADFORD WEST 1
441,BRADFORD WEST,Bolton Road,BOLTON ROAD,Bolton Road,33.0,11.0,12.5,SITE-00266781,BOLTON ROAD 1685
442,BRADFORD WEST,Bingley 132/33kV,BINGLEY,Bingley 132/33kV,132.0,33.0,90.0,SITE-00266797,BINGLEY 6131
443,BRADFORD WEST,Barnoldswick,BARNOLDSWICK,Barnoldswick,33.0,11.0,12.5,SITE-00272309,BARNOLDSWICK 1683
444,BRADFORD WEST,Balme Street,BALME STREET,Balme Street,33.0,11.0,24.0,SITE-00267107,BALME STREET 663
445,CREYKE BECK,Spark Mill Lane,LANE MILL SPARK,Spark Mill Lane,33.0,11.0,23.0,SITE-00266794,SPARK MILL LANE 5629
446,CREYKE BECK,Southwood Road,ROAD SOUTHWOOD,Southwood Road,33.0,11.0,23.0,SITE-00268046,SOUTHWOOD ROAD 5628
447,CREYKE BECK,Seaton,SEATON,Seaton,66.0,11.0,20.0,SITE-00228771,SEATON BURN
448,CREYKE BECK,Sculcoates A,A SCULCOATES,Sculcoates A,132.0,11.0,30.0,SITE-00266695,SCULCOATES A 5627
449,CREYKE BECK,Sculcoates A,A SCULCOATES,Sculcoates A,132.0,11.0,30.0,SITE-00266695,SCULCOATES A 5627
450,CREYKE BECK,Sandhill Lane,LANE SANDHILL,Sandhill Lane,66.0,11.0,18.75,SITE-00272409,SANDHILL LANE 7344
451,CREYKE BECK,Saltshouse Road,ROAD SALTSHOUSE,Saltshouse Road,33.0,11.0,18.75,SITE-00267105,SALTSHOUSE ROAD 5634
452,CREYKE BECK,Plangeo,PLANGEO,Plangeo,33.0,11.0,24.0,SITE-00272422,PLANGEO 651
453,CREYKE BECK,National Avenue,AVENUE NATIONAL,National Avenue,33.0,11.0,24.0,SITE-00272412,NATIONAL AVENUE 6007
454,CREYKE BECK,Hull West,HULL WEST,Hull West,132.0,33.0,90.0,SITE-00270737,HULL WEST 4078
455,CREYKE BECK,Hull West,HULL WEST,Hull West,132.0,33.0,90.0,SITE-00270737,HULL WEST 4078
456,CREYKE BECK,HOLME ON SPALDING MOOR,HOLME MOOR ON SPALDING,Holme Upon Spalding Moor,33.0,11.0,24.0,SITE-00273389,HOLME ON SPALDING MOOR 2899
457,CREYKE BECK,Holderness,HOLDERNESS,Holderness,33.0,11.0,18.75,SITE-00266169,HOLDERNESS 1354
458,CREYKE BECK,Holderness,HOLDERNESS,Holderness,33.0,11.0,18.75,SITE-00266169,HOLDERNESS 1354
459,CREYKE BECK,Hessle Road 1,1 HESSLE ROAD,Hessle Road 1,33.0,11.0,23.0,SITE-00266383,HESSLE ROAD 5621
460,CREYKE BECK,Gibson Lane,GIBSON LANE,Gibson Lane,33.0,11.0,18.75,SITE-00308568,GIBSON LANE WINDFARM 56782
461,CREYKE BECK,Gibson Lane,GIBSON LANE,Gibson Lane,33.0,11.0,18.75,SITE-00308568,GIBSON LANE WINDFARM 56782
462,CREYKE BECK,Endike Lane,ENDIKE LANE,Endike Lane,33.0,11.0,23.0,SITE-00266777,ENDIKE LANE 5623
463,CREYKE BECK,Driffield,DRIFFIELD,Driffield,132.0,66.0,90.0,SITE-00269225,BURNBY DRIFFIELD 10727
464,CREYKE BECK,Brett Street,BRETT STREET,Brett Street,66.0,11.0,24.0,SITE-00266653,BRETT STREET 8952
465,CREYKE BECK,Beverley 132/33kV,BEVERLEY,Beverley 132/33kV,132.0,33.0,90.0,SITE-00268144,BEVERLEY 5616
466,DRAX,Osgodby 1/2,1 2 OSGODBY,Osgodby 1/2,132.0,33.0,90.0,SITE-00266801,OSGODBY 7443
467,DRAX,Osgodby 1/2,1 2 OSGODBY,Osgodby 1/2,132.0,33.0,90.0,SITE-00266801,OSGODBY 7443
469,DRAX,Selby,SELBY,Selby,33.0,11.5,30.0,SITE-00266784,SELBY 1145
470,ELLAND,Todmorden,TODMORDEN,Todmorden,33.0,11.0,24.0,SITE-00271210,TODMORDEN 24
471,ELLAND,Todmorden,TODMORDEN,Todmorden,33.0,11.0,24.0,SITE-00271210,TODMORDEN 24
472,ELLAND,Thornhill 132kV,THORNHILL,Thornhill 132kV,132.0,33.0,90.0,SITE-00271695,THORNHILL 7296
473,ELLAND,Spenborough,SPENBOROUGH,Spenborough,33.0,11.5,30.0,SITE-00266265,SPENBOROUGH (NEW) 22
474,ELLAND,Sowerby Bridge 33/11kV T1,BRIDGE SOWERBY T1,Sowerby Bridge 33/11kV,33.0,11.0,24.0,SITE-00250212,SOWERBY
475,ELLAND,Sowerby Bridge 132/33kV GT2,BRIDGE GT2 SOWERBY,Sowerby Bridge 132/33kV,132.0,33.0,90.0,SITE-00250212,SOWERBY
476,ELLAND,Slaithwaite,SLAITHWAITE,Slaithwaite,33.0,11.0,24.0,SITE-00266742,SLAITHWAITE 22
477,ELLAND,Salterhebble,SALTERHEBBLE,Salterhebble,33.0,11.0,24.0,SITE-00266372,SALTERHEBBLE 19
478,ELLAND,Oakes Road,OAKES ROAD,Oakes Road,33.0,11.5,24.0,SITE-00272404,OAKES ROAD 17
479,ELLAND,Mytholmroyd,MYTHOLMROYD,Mytholmroyd,33.0,11.0,12.5,SITE-00272528,MYTHOLMROYD 16
480,ELLAND,Mirfield,MIRFIELD,Mirfield,33.0,11.0,24.0,SITE-00273373,MIRFIELD 16
481,ELLAND,Millroyd Street,MILLROYD STREET,Millroyd Street,33.0,11.0,12.5,SITE-00266913,MILLROYD STREET 15
482,ELLAND,Meltham,MELTHAM,Meltham,33.0,11.0,23.0,SITE-00266667,MELTHAM 15
483,ELLAND,Lowfields,LOWFIELDS,Lowfields,33.0,11.5,24.0,SITE-00266379,LOWFIELDS PRIMARY S/S 3343
484,ELLAND,Lindley,LINDLEY,Lindley,132.0,33.0,90.0,SITE-00270923,LINDLEY 13
485,ELLAND,Horbury,HORBURY,Horbury,33.0,11.5,24.0,SITE-00266539,HORBURY 6050
486,ELLAND,Honley,HONLEY,Honley,33.0,11.0,24.0,SITE-00266787,HONLEY 10
487,ELLAND,HEBDEN BRIDGE,BRIDGE HEBDEN,Hebden Bridge,33.0,11.5,7.5,SITE-00272417,HEBDEN BRIDGE 10
488,ELLAND,Halifax 33/11kV,HALIFAX,Halifax 33/11kV,33.0,11.5,40.0,SITE-00270926,HALIFAX 132/33KV 9
489,ELLAND,Halifax 33/11kV,HALIFAX,Halifax 33/11kV,33.0,11.5,40.0,SITE-00270926,HALIFAX 132/33KV 9
490,ELLAND,Halifax 132/33kV,HALIFAX,Halifax 132/33kV,132.0,33.0,60.0,SITE-00270926,HALIFAX 132/33KV 9
491,ELLAND,Deighton,DEIGHTON,Deighton,33.0,11.0,18.75,SITE-00266998,DEIGHTON 4
492,ELLAND,Calder Wharf,CALDER WHARF,Calder Wharf,33.0,11.0,18.75,SITE-00271213,CALDER WHARF 6045
493,ELLAND,Calder Wharf,CALDER WHARF,Calder Wharf,33.0,11.0,18.75,SITE-00271213,CALDER WHARF 6045
494,ELLAND,Brighouse 33/11kV,BRIGHOUSE,Brighouse 33/11kV,33.0,11.0,12.0,SITE-00266673,BRIGHOUSE 3
495,ELLAND,Brighouse 132/33kV,BRIGHOUSE,Brighouse 132/33kV,132.0,33.0,90.0,SITE-00266673,BRIGHOUSE 3
496,ELLAND,Batley,BATLEY,Batley,33.0,11.0,18.75,SITE-00271701,BATLEY 6047
497,ELLAND,Bailiff Bridge,BAILIFF BRIDGE,Bailiff Bridge,33.0,11.0,24.0,SITE-00273278,BAILIFF BRIDGE 1
498,FERRYBRIDGE A & CAMBLESFORTH,South Kirkby,KIRKBY SOUTH,South Kirkby,66.0,11.0,18.75,SITE-00266888,SOUTH KIRKBY 6066
499,FERRYBRIDGE A & CAMBLESFORTH,Monckton,MONCKTON,Monckton,66.0,11.0,12.5,SITE-00268250,WAKEFIELD MONCKTON ROAD 6039
500,FERRYBRIDGE A & CAMBLESFORTH,Ledston,LEDSTON,Ledston,66.0,11.0,18.75,SITE-00271715,LEDSTON 1621
501,FERRYBRIDGE A & CAMBLESFORTH,Ledston,LEDSTON,Ledston,66.0,11.0,18.75,SITE-00271715,LEDSTON 1621
502,FERRYBRIDGE A & CAMBLESFORTH,HEMSWORTH,HEMSWORTH,Hemsworth,66.0,11.5,24.0,SITE-00268242,HEMSWORTH 6062
503,FERRYBRIDGE A & CAMBLESFORTH,Goole,GOOLE,Goole,66.0,11.0,18.75,SITE-00308227,GOOLE FIELDS 2 WINDFARM 56507
504,FERRYBRIDGE A & CAMBLESFORTH,EGGBOROUGH,EGGBOROUGH,Eggborough,66.0,11.5,7.5,SITE-00268053,EGGBOROUGH 6073
505,FERRYBRIDGE A & CAMBLESFORTH,Drax Primary,DRAX PRIMARY,Drax Primary,66.0,11.0,7.5,SITE-00309416,DRAX 400KV
506,FERRYBRIDGE B,Wellington Street,STREET WELLINGTON,Wellington Street,33.0,11.0,23.0,SITE-00266911,WELLINGTON STREET 6063
507,FERRYBRIDGE B,Smith Street,SMITH STREET,Smith Street,33.0,11.0,23.0,SITE-00266703,SMITH STREET 6065
508,FERRYBRIDGE B,Sledmere Garth,GARTH SLEDMERE,Sledmere Garth,33.0,11.0,18.75,SITE-00272527,SLEDMERE GARTH 3402
509,FERRYBRIDGE B,Sherburn,SHERBURN,Sherburn,33.0,11.5,25.0,SITE-00266377,SHERBURN 43357
510,FERRYBRIDGE B,Roman Avenue,AVENUE ROMAN,Roman Avenue,33.0,11.0,18.75,SITE-00272431,ROMAN AVENUE 3376
511,FERRYBRIDGE B,Prince Of Wales,OF PRINCE WALES,Prince Of Wales,33.0,11.0,23.0,SITE-00266368,PRINCE OF WALES 6067
512,FERRYBRIDGE B,PREMIER WAY NORTH NO 2,2 NO NORTH PREMIER WAY,Premier Way North No 2,33.0,11.0,40.0,SITE-00266729,PREMIER WAY NORTH 2 49292
513,FERRYBRIDGE B,POLLINGTON,POLLINGTON,Pollington,33.0,11.0,30.0,SITE-00266732,POLLINGTON 49651
514,FERRYBRIDGE B,Oakwood Lane,LANE OAKWOOD,Oakwood Lane,33.0,11.0,18.75,SITE-00272308,OAKWOOD LANE 3401
515,FERRYBRIDGE B,Oakwood Lane,LANE OAKWOOD,Oakwood Lane,33.0,11.0,18.75,SITE-00272308,OAKWOOD LANE 3401
516,FERRYBRIDGE B,Normanton,NORMANTON,Normanton,33.0,11.0,23.0,SITE-00266878,NORMANTON 6058
517,FERRYBRIDGE B,Ninelands Lane,LANE NINELANDS,Ninelands Lane,33.0,11.0,23.0,SITE-00268151,NINELANDS LANE 3933
518,FERRYBRIDGE B,Fenton Lane,FENTON LANE,Fenton Lane,33.0,11.0,23.0,SITE-00270059,FENTON LANE LSI 4952
519,FERRYBRIDGE B,DUNKESWICK,DUNKESWICK,Dunkeswick,33.0,11.0,12.0,SITE-00271714,DUNKESWICK 3523
520,FERRYBRIDGE B,Carr Lane,CARR LANE,Carr Lane,33.0,11.0,18.75,SITE-00266779,CARR LANE 6064
521,FERRYBRIDGE B,Bramham,BRAMHAM,Bramham,132.0,33.0,90.0,SITE-00266661,BRAMHAM 3736
522,FERRYBRIDGE B,Beal,BEAL,Beal,33.0,11.5,30.0,SITE-00266778,BEAL 6071
523,FERRYBRIDGE B,Barwick,BARWICK,Barwick,33.0,11.0,23.0,SITE-00266366,BARWICK 1449
524,FERRYBRIDGE B,Barwick,BARWICK,Barwick,33.0,11.0,23.0,SITE-00266366,BARWICK 1449
525,HARTMOOR,Wynyard T1,T1 WYNYARD,Wynyard,66.0,11.5,40.0,SITE-00250174,WYNYARD
526,HARTMOOR,Hartmoor Red,HARTMOOR RED,Hartmoor,66.0,22.0,25.0,SITE-00229043,HARTMOOR
527,HARTMOOR,Brenda Trading T2,BRENDA T2 TRADING,Brenda Trading,66.0,11.5,32.0,SITE-00229042,BRENDA TRADING
528,HARTMOOR,Amberton Road T1,AMBERTON ROAD T1,Amberton Road,66.0,11.5,40.0,SITE-00229040,AMBERTON ROAD
