transformer_index,transformer_group,candidate_name,candidate_key,transformer_substation,primary_voltage_kv,secondary_voltage_kv,rating_mva,site_asset_number,site_name
938,KEADBY & GRIMSBY WEST,Hibaldstow,HIBALDSTOW,Hibaldstow,33.0,11.0,12.5,SITE-00268061,HIBALDSTOW 30
939,KEADBY & GRIMSBY WEST,Flixborough,FLIXBOROUGH,Flixborough,33.0,11.0,24.0,SITE-00272430,FLIXBOROUGH 51
940,KEADBY & GRIMSBY WEST,EASTFIELD ROAD T1,EASTFIELD ROAD T1,Eastfield Road,33.0,11.0,23.0,SITE-00233864,EASTFIELD
941,KEADBY & GRIMSBY WEST,Doughty Road,DOUGHTY ROAD,Doughty Road,33.0,11.0,24.0,SITE-00272432,DOUGHTY ROAD 49
942,KEADBY & GRIMSBY WEST,CLOUGH LANE,CLOUGH LANE,Clough Lane,33.0,11.0,24.0,SITE-00266648,CLOUGH LANE 62
943,KEADBY & GRIMSBY WEST,BTP,BTP,BTP,33.0,11.0,18.75,SITE-00266365,BTP 13
944,KEADBY & GRIMSBY WEST,Broughton,BROUGHTON,Broughton,132.0,33.0,90.0,SITE-00266687,BROUGHTON 23
945,KEADBY & GRIMSBY WEST,Bridges Road,BRIDGES ROAD,Bridges Road,33.0,11.0,23.0,SITE-00268150,BRIDGES ROAD 28
946,KEADBY & GRIMSBY WEST,Billet Lane,BILLET LANE,Billet Lane,33.0,11.0,24.0,SITE-00268051,BILLET LANE 5627
947,KEADBY & GRIMSBY WEST,Billet Lane,BILLET LANE,Billet Lane,33.0,11.0,24.0,SITE-00268051,BILLET LANE 5627
948,KEADBY & GRIMSBY WEST,BARROW,BARROW,Barrow,33.0,11.0,24.0,SITE-00272227,BARROW 31
949,KIRKSTALL,Whingate,WHINGATE,Whingate,33.0,11.0,18.75,SITE-00273279,WHINGATE 442
950,KIRKSTALL,Whingate,WHINGATE,Whingate,33.0,11.0,18.75,SITE-00273279,WHINGATE 442
951,KIRKSTALL,Upper Basinghall Street,BASINGHALL STREET UPPER,Upper Basinghall Street,33.0,11.0,24.0,SITE-00266889,UPPER BASINGHALL STREET 4377
952,KIRKSTALL,Tingley,TINGLEY,Tingley,33.0,11.0,24.0,SITE-00272646,TINGLEY NO 2 4781
953,KIRKSTALL,Tingley,TINGLEY,Tingley,33.0,11.0,24.0,SITE-00272646,TINGLEY NO 2 4781
954,KIRKSTALL,Morley,MORLEY,Morley,33.0,11.0,18.75,SITE-00266670,MORLEY 1963
955,KIRKSTALL,Morley,MORLEY,Morley,33.0,11.0,18.75,SITE-00266670,MORLEY 1963
956,KIRKSTALL,Middleton Town Street,MIDDLETON STREET TOWN,Middleton Town Street,33.0,11.0,18.75,SITE-00271411,MIDDLETON TOWN STREET 3000
957,KIRKSTALL,Middleton Town Street,MIDDLETON STREET TOWN,Middleton Town Street,33.0,11.0,18.75,SITE-00271411,MIDDLETON TOWN STREET 3000
959,KIRKSTALL,Kirkstall C 2/5,2 5 C KIRKSTALL,Kirkstall C 2/5,132.0,33.0,90.0,SITE-00271323,KIRKSTALL C SECTION 2+5 132/33KV 47347
960,KIRKSTALL,Kirkstall C 2/5,2 5 C KIRKSTALL,Kirkstall C 2/5,132.0,33.0,90.0,SITE-00271323,KIRKSTALL C SECTION 2+5 132/33KV 47347
961,KIRKSTALL,Iveson House,HOUSE IVESON,Iveson House,33.0,11.0,18.75,SITE-00273467,IVESON HOUSE 3009
962,KIRKSTALL,Fir Tree Lane,FIR LANE TREE,Fir Tree Lane,33.0,11.0,23.0,SITE-00266671,FIR TREE LANE 996
963,KIRKSTALL,Farnley Crescent,CRESCENT FARNLEY,Farnley Crescent,33.0,11.0,24.0,SITE-00266642,FARNLEY CRESCENT 4518
964,KIRKSTALL,Burley Street,BURLEY STREET,Burley Street,33.0,11.5,40.0,SITE-00266375,BURLEY STREET 8559
965,KIRKSTALL,Beeston Royds 33/11kV T6,BEESTON ROYDS T6,Beeston Royds 33/11kV,33.0,11.5,40.0,SITE-00267002,BEESTON ROYDS T6/T7 33/11 46146
966,KIRKSTALL,Beeston Royds 33/11kV,BEESTON ROYDS,Beeston Royds 33/11kV,33.0,11.0,18.75,SITE-00270929,BEESTON ROYDS 132/33KV 693
967,KIRKSTALL,Beeston Royds 33/11kV,BEESTON ROYDS,Beeston Royds 33/11kV,33.0,11.0,18.75,SITE-00270929,BEESTON ROYDS 132/33KV 693
968,KIRKSTALL,Beeston Royds 132/33kV,BEESTON ROYDS,Beeston Royds 132/33kV,132.0,33.0,90.0,SITE-00270929,BEESTON ROYDS 132/33KV 693
969,KIRKSTALL,Beeston Royds 132/33kV,BEESTON ROYDS,Beeston Royds 132/33kV,132.0,33.0,90.0,SITE-00270929,BEESTON ROYDS 132/33KV 693
970,KIRKSTALL,Abbey Road,ABBEY ROAD,Abbey Road,33.0,11.0,23.0,SITE-00266912,ABBEY ROAD 3983
971,KNAREBOROUGH,Harrogate GT4B,GT4B HARROGATE,Harrogate 132/33kV,132.0,33.0,60.0,SITE-00234087,HARROGATE
972,KNAREBOROUGH,Harrogate GT3B,GT3B HARROGATE,Harrogate 132/33kV,132.0,33.0,60.0,SITE-00234087,HARROGATE
973,KNAREBOROUGH,Harrogate GT3A,GT3A HARROGATE,Harrogate 132/11kV,132.0,11.0,30.0,SITE-00234087,HARROGATE
974,KNAREBOROUGH,Wormald Green GT4,GREEN GT4 WORMALD,Wormald Green 132/33kV,132.0,33.0,60.0,SITE-00234090,WORMALD GREEN
975,KNAREBOROUGH,Sowerby,SOWERBY,Sowerby,33.0,11.0,24.0,SITE-00250212,SOWERBY
976,KNAREBOROUGH,Oatlands T1,OATLANDS T1,Oatlands,33.0,11.0,18.75,SITE-00234094,OATLANDS
977,KNAREBOROUGH,Harrogate West T1,HARROGATE T1 WEST,Harrogate West,33.0,11.0,30.0,SITE-00234087,HARROGATE
978,KNAREBOROUGH,Darley,DARLEY,Darley,33.0,11.0,10.0,SITE-00239800,DARLEY
979,KNAREBOROUGH,Coneythorpe T2,CONEYTHORPE T2,Coneythorpe,33.0,11.0,24.0,SITE-00234092,CONEYTHORPE
980,KNAREBOROUGH,Coneythorpe T1,CONEYTHORPE T1,Coneythorpe,33.0,11.0,24.0,SITE-00234092,CONEYTHORPE
981,LACKENBY,Carlin How T1 T3,CARLIN HOW T1 T3,Carlin How T3 T4,66.0,11.5,24.0,SITE-00232014,CARLIN HOW
982,LACKENBY,Spencerbeck T2,SPENCERBECK T2,Spencerbeck,66.0,11.5,40.0,SITE-00232302,SPENCERBECK
983,LACKENBY,Spencerbeck T1,SPENCERBECK T1,Spencerbeck,66.0,11.5,40.0,SITE-00232302,SPENCERBECK
984,LACKENBY,Prissick T1,PRISSICK T1,Prissick,66.0,11.5,18.75,SITE-00232299,PRISSICK
985,LACKENBY,Grangetown T1,GRANGETOWN T1,Grangetown,66.0,11.5,24.0,SITE-00232016,GRANGETOWN
986,NORTON,Wensleydale T2,T2 WENSLEYDALE,Wensleydale,33.0,11.5,14.0,SITE-00233066,WENSLEYDALE
987,NORTON,Thirsk T2 33kV,T2 THIRSK,Thirsk,33.0,11.5,14.0,SITE-00233065,THIRSK
988,NORTON,Rudby T2,RUDBY T2,Rudby,33.0,11.5,15.0,SITE-00232301,RUDBY
989,NORTON,Rudby T1,RUDBY T1,Rudby,33.0,11.5,15.0,SITE-00232301,RUDBY
990,NORTON,Rise Carr T1,CARR RISE T1,Rise Carr,33.0,6.0,18.75,SITE-00229542,RISE CARR
991,NORTON,Norton GT1,GT1 NORTON,Norton 132/11kV,132.0,11.0,40.0,SITE-00239105,NORTON
992,NORTON,Northallerton T2,NORTHALLERTON T2,Northallerton,33.0,11.5,18.5,SITE-00233063,NORTHALLERTON
993,NORTON,Newton Aycliffe South T2,AYCLIFFE NEWTON SOUTH T2,Newton Aycliffe South,33.0,11.5,18.75,SITE-00229541,NEWTON AYCLIFFE SOUTH
994,NORTON,Millbank Lane T1,LANE MILLBANK T1,Millbank Lane,33.0,11.5,18.75,SITE-00232020,MILLBANK LANE
995,NORTON,Hipswell T2,HIPSWELL T2,Hipswell,33.0,11.5,24.0,SITE-00243458,HIPSWELL
996,NORTON,Hipswell T1,HIPSWELL T1,Hipswell,33.0,11.5,24.0,SITE-00243458,HIPSWELL
997,NORTON,Darlington GT2,DARLINGTON GT2,Darlington 132/6kV,132.0,6.0,30.0,SITE-00233808,DARLINGTON
998,NORTON,Darlington East T2,DARLINGTON EAST T2,Darlington East,33.0,11.5,24.0,SITE-00233808,DARLINGTON
999,NORTON,Darlington East T1,DARLINGTON EAST T1,Darlington East,33.0,11.5,24.0,SITE-00233808,DARLINGTON
1000,NORTON,Darlington Central T2,CENTRAL DARLINGTON T2,Darlington Central,33.0,11.5,32.0,SITE-00233809,DARLINGTON CENTRAL
1001,NORTON,Catterick Camp T2,CAMP CATTERICK T2,Catterick Camp,33.0,11.5,18.75,SITE-00244016,CATTERICK CAMP
1002,NORTON,Catterick Camp T1,CAMP CATTERICK T1,Catterick Camp,33.0,11.5,18.75,SITE-00244016,CATTERICK CAMP
1003,NORTON,Bowesfield GT1,BOWESFIELD GT1,Bowesfield,132.0,33.0,90.0,SITE-00243882,BOWESFIELD
1004,NORTON,Bowesfield,BOWESFIELD,Bowesfield,66.0,33.0,45.0,SITE-00243882,BOWESFIELD
1005,NORTON,Bowesfield,BOWESFIELD,Bowesfield,132.0,33.0,90.0,SITE-00243882,BOWESFIELD
1006,NORTON,Aycliffe Forrest T1,AYCLIFFE FORREST T1,Aycliffe Forrest,33.0,11.5,30.0,SITE-00308528,AYCLIFFE FORREST
1007,NORTON,Acklam T2,ACKLAM T2,Acklam,33.0,11.5,24.0,SITE-00232013,ACKLAM
1008,NORTON,Acklam T1,ACKLAM T1,Acklam,33.0,11.5,24.0,SITE-00232013,ACKLAM
1009,NORTON LEES,Norfolk Park,NORFOLK PARK,Norfolk Park,33.0,11.0,24.0,SITE-00267097,NORFOLK PARK 3338
1010,NORTON LEES,Gleadless Valley,GLEADLESS VALLEY,Gleadless Valley,33.0,11.0,24.0,SITE-00266668,GLEADLESS VALLEY 2161
1011,OSBALDWICK,Whitby West T1,T1 WEST WHITBY,Whitby West T1,33.0,11.5,24.0,SITE-00233868,WHITBY
1012,OSBALDWICK,Yedingham,YEDINGHAM,Yedingham,66.0,11.5,24.0,SITE-00234128,YEDINGHAM
1013,OSBALDWICK,Scarborough T3,SCARBOROUGH T3,Scarborough 66/11kV,66.0,11.5,24.0,SITE-00233866,SCARBOROUGH
1014,OSBALDWICK,Rawcliffe Lane T1,LANE RAWCLIFFE T1,Rawcliffe Lane,33.0,11.5,18.75,SITE-00232837,RAWCLIFFE LANE
1015,OSBALDWICK,North Street T2,NORTH STREET T2,North Street,33.0,11.5,24.0,SITE-00233865,NORTH STREET
1016,PITSMOOR,Stevenson Road,ROAD STEVENSON,Stevenson Road,33.0,11.0,24.0,SITE-00267106,STEVENSON ROAD 3894
1017,PITSMOOR,Newhall Road,NEWHALL ROAD,Newhall Road,33.0,11.0,24.0,SITE-00273465,NEWHALL ROAD 212
1018,PITSMOOR,Bellhouse Road,BELLHOUSE ROAD,Bellhouse Road,33.0,11.0,23.0,SITE-00271712,BELLHOUSE ROAD 3569
1019,PITSMOOR,Barnsley Road,BARNSLEY ROAD,Barnsley Road,33.0,11.5,30.0,SITE-00266545,BARNSLEY ROAD 48566
1020,SALTEND NORTH,Yorkshire Water Hull Road,HULL ROAD WATER YORKSHIRE,Yorkshire Water Hull Road,33.0,11.5,24.0,SITE-00268159,YORKSHIRE WATER HULL ROAD 9417
1021,SALTEND NORTH,WITHERNSEA,WITHERNSEA,Withernsea,33.0,11.0,24.0,SITE-00267100,WITHERNSEA 5632
1022,SALTEND NORTH,Westcott Street,STREET WESTCOTT,Westcott Street,33.0,11.0,23.0,SITE-00266672,WESTCOTT STREET 5631
1023,SALTEND NORTH,OTTRINGHAM ROAD,OTTRINGHAM ROAD,Ottringham Road,33.0,11.5,24.0,SITE-00268158,OTTRINGHAM ROAD PRIMARY 9213
1024,SALTEND NORTH,Hull East 33/11kV,EAST HULL,Hull East 33/11kV,33.0,11.5,25.0,SITE-00267169,HULL EAST 4061
1025,SALTEND NORTH,Hull East 132/33kV,EAST HULL,Hull East 132/33kV,132.0,33.0,90.0,SITE-00267169,HULL EAST 4061
1026,SALTEND NORTH,Hedon Road,HEDON ROAD,Hedon Road,33.0,11.0,23.0,SITE-00272307,HEDON ROAD 5498
1027,SALTEND NORTH,ELLIFOOT LANE,ELLIFOOT LANE,Ellifoot Lane,33.0,11.5,25.0,SITE-00268235,ELLIFOOT LANE 43266
1028,SALTHOLME,Tees Industrial T1 T3,INDUSTRIAL T1 T3 TEES,Tees Industrial T1 T2,66.0,11.5,19.0,SITE-00229403,TEES INDUSTRIAL
1029,SALTHOLME,Seal Sands GT2,GT2 SANDS SEAL,Seal Sands,132.0,66.0,90.0,SITE-00229039,SEAL SANDS
1030,SALTHOLME,North Bank GT2,BANK GT2 NORTH,North Bank,132.0,11.0,60.0,SITE-00305250,NORTH BANK
1031,SHEFFIELD CITY,Park Hill,HILL PARK,Park Hill,33.0,11.0,24.0,SITE-00271707,PARK HILL 2146
1032,SHEFFIELD CITY,Arundel Street,ARUNDEL STREET,Arundel Street,33.0,11.0,24.0,SITE-00266910,ARUNDEL STREET 2567
1034,SKELTON GRANGE,York Road,ROAD YORK,York Road,33.0,11.0,18.75,SITE-00266791,YORK ROAD 1962
1035,SKELTON GRANGE,Wibsey,WIBSEY,Wibsey,33.0,11.0,18.75,SITE-00272406,WIBSEY 861
1037,SKELTON GRANGE,Whitehall Road 2/3,2 3 ROAD WHITEHALL,Whitehall Road 2/3,33.0,11.5,30.0,SITE-00266549,WHITEHALL ROAD 2/3 49080
1038,SKELTON GRANGE,White Lee,LEE WHITE,White Lee,33.0,11.0,23.0,SITE-00272229,WHITE LEE 6044
1039,SKELTON GRANGE,White Lee,LEE WHITE,White Lee,33.0,11.0,23.0,SITE-00272229,WHITE LEE 6044
1040,SKELTON GRANGE,Wakefield North,NORTH WAKEFIELD,Wakefield North,132.0,33.0,90.0,SITE-00270739,WAKEFIELD NORTH 6040
1041,SKELTON GRANGE,Stourton 33/11kV,STOURTON,Stourton 33/11kV,33.0,11.0,18.75,SITE-00271209,STOURTON 1334
1042,SKELTON GRANGE,Staygate,STAYGATE,Staygate,132.0,33.0,120.0,SITE-00271426,STAYGATE 1523
1043,SKELTON GRANGE,Staygate,STAYGATE,Staygate,132.0,33.0,120.0,SITE-00271426,STAYGATE 1523
1044,SKELTON GRANGE,Spring Mill Street,MILL SPRING STREET,Spring Mill Street,33.0,11.0,23.0,SITE-00266951,SPRING MILL STREET 574
1049,SKELTON GRANGE,Rodley Lane,LANE RODLEY,Rodley Lane,33.0,11.0,12.5,SITE-00271716,RODLEY LANE 265
1050,SKELTON GRANGE,Rodley Lane,LANE RODLEY,Rodley Lane,33.0,11.0,12.5,SITE-00271716,RODLEY LANE 265
1051,SKELTON GRANGE,Rodley,RODLEY,Rodley,132.0,33.0,90.0,SITE-00271716,RODLEY LANE 265
1052,SKELTON GRANGE,NAB LANE,LANE NAB,Nab Lane,33.0,11.5,25.0,SITE-00267007,NAB LANE 8663
1053,SKELTON GRANGE,Leeds North,LEEDS NORTH,Leeds North,132.0,33.0,90.0,SITE-00266690,LEEDS NORTH 3348
1054,SKELTON GRANGE,Leasowe Road,LEASOWE ROAD,Leasowe Road,33.0,11.0,23.0,SITE-00272413,LEASOWE ROAD 3396
1055,SKELTON GRANGE,Kenmore Road,KENMORE ROAD,Kenmore Road,33.0,11.0,24.0,SITE-00266167,KENMORE ROAD 7462
1056,SKELTON GRANGE,Hillcrest,HILLCREST,Hillcrest,33.0,11.0,18.75,SITE-00273281,HILLCREST 556
1057,SKELTON GRANGE,Folly Hall,FOLLY HALL,Folly Hall,33.0,11.0,24.0,SITE-00266369,FOLLY HALL 7
1058,SKELTON GRANGE,Folly Hall,FOLLY HALL,Folly Hall,33.0,11.0,24.0,SITE-00266369,FOLLY HALL 7
1059,SKELTON GRANGE,Dudley Hill,DUDLEY HILL,Dudley Hill,33.0,11.5,25.0,SITE-00266191,DUDLEY HILL 100
1060,SKELTON GRANGE,Dalton,DALTON,Dalton,33.0,11.0,24.0,SITE-00272224,DALTON 3
1061,SKELTON GRANGE,Dalton,DALTON,Dalton,33.0,11.0,24.0,SITE-00272224,DALTON 3
1062,SKELTON GRANGE,Clarence Road,CLARENCE ROAD,Clarence Road,33.0,11.5,30.0,SITE-00266385,CLARENCE ROAD 2076
1063,SKELTON GRANGE,Carlton Hill,CARLTON HILL,Carlton Hill,33.0,11.0,18.75,SITE-00266637,CARLTON HILL 2465
1064,SKELTON GRANGE,Buslingthorpe Green,BUSLINGTHORPE GREEN,Buslingthorpe Green,33.0,11.0,23.0,SITE-00266685,BUSLINGTHORPE GREEN 3849
1065,SKELTON GRANGE,Birkby,BIRKBY,Birkby,33.0,11.0,24.0,SITE-00266880,BIRKBY 1
1066,SKELTON GRANGE,Alverthorpe Road,ALVERTHORPE ROAD,Alverthorpe Road,33.0,11.0,18.75,SITE-00266788,ALVERTHORPE ROAD 6051
1067,SKELTON GRANGE,Alverthorpe Road,ALVERTHORPE ROAD,Alverthorpe Road,33.0,11.0,18.75,SITE-00266788,ALVERTHORPE ROAD 6051
1068,SPADEADAM,Kielder,KIELDER,Kielder,33.0,20.0,4.0,SITE-00239883,KIELDER
1069,SPENNYMOOR,Toronto GT2,GT2 TORONTO,Toronto,132.0,66.0,90.0,SITE-00229530,TORONTO
1070,SPENNYMOOR,Spennymoor GT3,GT3 SPENNYMOOR,Spennymoor,132.0,66.0,75.0,SITE-00229452,SPENNYMOOR
1071,SPENNYMOOR,Potter House T1,HOUSE POTTER T1,Potter House,66.0,22.0,25.0,SITE-00230143,POTTER HOUSE
1072,SPENNYMOOR,Potter House GT2,GT2 HOUSE POTTER,Potter House,132.0,66.0,120.0,SITE-00230143,POTTER HOUSE
1073,SPENNYMOOR,Meadowfield T2,MEADOWFIELD T2,Meadowfield,66.0,11.5,24.0,SITE-00230142,MEADOWFIELD
1074,SPENNYMOOR,High Flatts T2,FLATTS HIGH T2,High Flatts,66.0,11.5,18.75,SITE-00232587,HIGH FLATTS
1075,SPENNYMOOR,Harmire Bridge T1,BRIDGE HARMIRE T1,Harmire Bridge,66.0,20.0,40.0,SITE-00229539,HARMIRE BRIDGE
1076,SPENNYMOOR,Fylands Bridge T2,BRIDGE FYLANDS T2,Fylands Bridge,66.0,11.5,18.75,SITE-00229538,FYLANDS BRIDGE
1077,SPENNYMOOR,Fishburn T2,FISHBURN T2,Fishburn,66.0,22.0,25.0,SITE-00230140,FISHBURN
1078,SPENNYMOOR,Fishburn T1,FISHBURN T1,Fishburn,66.0,22.0,25.0,SITE-00230140,FISHBURN
1079,SPENNYMOOR,Durham East T1,DURHAM EAST T1,Durham East,66.0,11.5,18.75,SITE-00230138,DURHAM EAST
1080,SPENNYMOOR,Brancepeth T1,BRANCEPETH T1,Brancepeth,66.0,20.0,40.0,SITE-00228640,BRANCEPETH
1081,SPENNYMOOR,Belmont T2,BELMONT T2,Belmont,66.0,11.5,32.0,SITE-00228639,BELMONT
1082,STELLA,Westerhope T1,T1 WESTERHOPE,Westerhope,33.0,11.5,18.75,SITE-00229090,WESTERHOPE
1083,STELLA,West Wylam T2,T2 WEST WYLAM,West Wylam,66.0,22.0,30.0,SITE-00233930,WEST WYLAM
1084,STELLA,Team Valley T1,T1 TEAM VALLEY,Team Valley,66.0,22.0,42.0,SITE-00233203,TEAM VALLEY
1085,STELLA,Ravensworth GT2,GT2 RAVENSWORTH,Ravensworth,132.0,66.0,75.0,SITE-00248663,RAVENSWORTH
1086,STELLA,Newburn Haugh T2,HAUGH NEWBURN T2,Newburn Haugh,132.0,11.5,30.0,SITE-00238106,NEWBURN HAUGH
1087,STELLA,Gateshead Central T2,CENTRAL GATESHEAD T2,Gateshead Central,33.0,11.5,18.75,SITE-00233200,GATESHEAD CENTRAL
1088,STELLA,Gateshead Central T1,CENTRAL GATESHEAD T1,Gateshead Central,33.0,11.5,18.75,SITE-00233200,GATESHEAD CENTRAL
1089,STELLA,Dunston T2,DUNSTON T2,Dunston,66.0,11.5,24.0,SITE-00232660,DUNSTON
1090,STELLA,Dunston T1,DUNSTON T1,Dunston,66.0,11.5,24.0,SITE-00232660,DUNSTON
1091,STELLA,Corporation Street T1,CORPORATION STREET T1,Corporation Street,33.0,11.5,18.75,SITE-00229080,CORPORATION STREET
1092,STELLA,Coalburns GT2,COALBURNS GT2,Coalburns,132.0,66.0,75.0,SITE-00232659,COALBURNS
1093,STELLA,Coalburns GT1,COALBURNS GT1,Coalburns,132.0,66.0,90.0,SITE-00232659,COALBURNS
1094,STELLA,Blucher T1,BLUCHER T1,Blucher,33.0,11.5,24.0,SITE-00229077,BLUCHER
1095,STELLA,Blucher GT1,BLUCHER GT1,Blucher,132.0,33.0,90.0,SITE-00229077,BLUCHER
1096,STELLA,Blaydon Burn T2,BLAYDON BURN T2,Blaydon Burn,66.0,11.5,18.75,SITE-00233198,BLAYDON BURN
1097,STELLA,Blaydon Burn T1,BLAYDON BURN T1,Blaydon Burn,66.0,11.5,18.75,SITE-00233198,BLAYDON BURN
1098,STELLA,Benwell T2,BENWELL T2,Benwell,66.0,11.5,40.0,SITE-00229079,BENWELL
1099,STELLA,Bensham T1,BENSHAM T1,Bensham,66.0,11.5,32.0,SITE-00233196,BENSHAM
1100,STELLA,Barrack Road GT2,BARRACK GT2 ROAD,Barrack Road,132.0,33.0,120.0,SITE-00228779,BARRACK ROAD
1101,STELLA,Annfield GT1,ANNFIELD GT1,Annfield,132.0,66.0,75.0,SITE-00232584,ANNFIELD
1102,TEMPLEBOROUGH,Fullerton Road,FULLERTON ROAD,Fullerton Road,33.0,11.0,24.0,SITE-00266180,FULLERTON ROAD 33/11KV 5284
1103,TEMPLEBOROUGH,Fullerton Road,FULLERTON ROAD,Fullerton Road,33.0,11.0,24.0,SITE-00266180,FULLERTON ROAD 33/11KV 5284
1105,THURCROFT,Silverwood,SILVERWOOD,Silverwood,66.0,11.0,24.0,SITE-00273366,SILVERWOOD 1105
1106,THURCROFT,New Orchard Lane,LANE NEW ORCHARD,New Orchard Lane,66.0,11.0,18.75,SITE-00271710,NEW ORCHARD LANE 5189
1107,THURCROFT,Harworth,HARWORTH,Harworth,66.0,11.5,30.0,SITE-00266735,HARWORTH 1286
1108,THURCROFT,Hackenthorpe,HACKENTHORPE,Hackenthorpe,66.0,11.0,24.0,SITE-00268244,HACKENTHORPE 2460
1109,THURCROFT,Edlington,EDLINGTON,Edlington,66.0,11.0,18.75,SITE-00267022,EDLINGTON 45048
1110,THURCROFT,Dinnington,DINNINGTON,Dinnington,66.0,11.5,30.0,SITE-00266182,DINNINGTON 2147
1111,TYNEMOUTH,Fossway T7,FOSSWAY T7,Fossway 66/11kV,66.0,33.0,45.0,SITE-00229083,FOSSWAY
1112,TYNEMOUTH,Willington T2,T2 WILLINGTON,Willington,33.0,11.5,18.75,SITE-00228777,WILLINGTON
1113,TYNEMOUTH,Westoe T2,T2 WESTOE,Westoe,33.0,11.5,24.0,SITE-00233924,WESTOE
1114,TYNEMOUTH,Westoe T1,T1 WESTOE,Westoe,33.0,11.5,24.0,SITE-00233924,WESTOE
1115,TYNEMOUTH,Simonside T2,SIMONSIDE T2,Simonside,33.0,11.5,24.0,SITE-00233921,SIMONSIDE
1116,TYNEMOUTH,Monkseaton T2,MONKSEATON T2,Monkseaton,33.0,11.5,18.75,SITE-00228775,MONKSEATON
1117,TYNEMOUTH,Monkseaton T1,MONKSEATON T1,Monkseaton,33.0,11.5,18.75,SITE-00228775,MONKSEATON
1118,TYNEMOUTH,Longbenton T2,LONGBENTON T2,Longbenton,33.0,11.5,18.75,SITE-00229085,LONGBENTON
1119,TYNEMOUTH,Killingworth T1,KILLINGWORTH T1,Killingworth,33.0,11.5,24.0,SITE-00228774,KILLINGWORTH
1120,TYNEMOUTH,Howdon T2,HOWDON T2,Howdon,33.0,11.5,18.75,SITE-00228773,HOWDON
1121,TYNEMOUTH,Garwood Street T1,GARWOOD STREET T1,Garwood Street,33.0,11.5,32.0,SITE-00232701,GARWOOD STREET
1122,TYNEMOUTH,Fossway T6,FOSSWAY T6,Fossway 33/11kV,33.0,11.5,24.0,SITE-00229083,FOSSWAY
1123,TYNEMOUTH,Fossway T5,FOSSWAY T5,Fossway 33/11kV,33.0,11.5,24.0,SITE-00229083,FOSSWAY
1124,TYNEMOUTH,Flatworth Central T1,CENTRAL FLATWORTH T1,Flatworth Central,33.0,11.5,32.0,SITE-00233797,FLATWORTH
1125,TYNEMOUTH,Chirton Grange GT2,CHIRTON GRANGE GT2,Chirton Grange,132.0,33.0,60.0,SITE-00228689,CHIRTON GRANGE
1126,TYNEMOUTH,Billy Mill T1,BILLY MILL T1,Billy Mill,33.0,11.5,18.75,SITE-00228692,BILLY MILL
1127,WEST BOLDON,Sunderland T2 T6,SUNDERLAND T2 T6,Sunderland T5 T6,66.0,11.5,24.0,SITE-00241159,SUNDERLAND
1128,WEST BOLDON,Walker T2,T2 WALKER,Walker,66.0,11.5,24.0,SITE-00229089,WALKER
1129,WEST BOLDON,Usworth T1,T1 USWORTH,Usworth,66.0,11.5,24.0,SITE-00241161,USWORTH
1130,WEST BOLDON,Temple Park T2,PARK T2 TEMPLE,Temple Park,66.0,11.5,18.75,SITE-00233922,TEMPLE PARK
1131,WEST BOLDON,Nissan T2,NISSAN T2,Nissan,66.0,11.5,40.0,SITE-00241156,NISSAN
1132,WEST BOLDON,Nissan T1,NISSAN T1,Nissan,66.0,11.5,40.0,SITE-00241156,NISSAN
1133,WEST BOLDON,Mount Road T1,MOUNT ROAD T1,Mount Road,33.0,11.5,24.0,SITE-00241155,MOUNT ROAD
1134,WEST BOLDON,Leam Central,CENTRAL LEAM,Leam Central,66.0,22.0,15.0,SITE-00233202,LEAM CENTRAL
1135,WEST BOLDON,Hedworth T1,HEDWORTH T1,Hedworth,66.0,11.5,32.0,SITE-00232704,HEDWORTH
1136,WEST BOLDON,Harlow Green T2,GREEN HARLOW T2,Harlow Green,66.0,11.5,24.0,SITE-00233201,HARLOW GREEN
1137,WEST BOLDON,Carr Hill T1,CARR HILL T1,Carr Hill,66.0,11.5,18.75,SITE-00233199,CARR HILL
1138,WEST MELTON,WORSBOROUGH PARK T2,PARK T2 WORSBOROUGH,Worsbrough Park,66.0,11.0,18.75,SITE-00272419,WORSBOROUGH PARK 22504
1139,WEST MELTON,WHEATACRE ROAD,ROAD WHEATACRE,Wheatacre Road,66.0,11.0,12.5,SITE-00266950,WHEATACRE ROAD 5532
1140,WEST MELTON,West Melton,MELTON WEST,West Melton,132.0,66.0,90.0,SITE-00270927,WEST MELTON 66KV 1548
1141,WEST MELTON,West End Lane,END LANE WEST,West End Lane,66.0,11.0,18.75,SITE-00268060,WEST END LANE 45059
1143,WEST MELTON,Thorne,THORNE,Thorne,66.0,11.0,18.75,SITE-00272310,THORNE 45058
1144,WEST MELTON,Templeborough 33/11kV,TEMPLEBOROUGH,Templeborough 33/11kV,33.0,11.0,18.75,SITE-00266382,TEMPLEBOROUGH 33/11KV 343
1145,WEST MELTON,Tankersley Park,PARK TANKERSLEY,Tankersley Park,66.0,11.0,18.75,SITE-00272304,TANKERSLEY PARK 1143
1146,WEST MELTON,Stoke Street,STOKE STREET,Stoke Street,33.0,11.0,24.0,SITE-00273282,STOKE STREET 629
1147,WEST MELTON,Stoke Street,STOKE STREET,Stoke Street,33.0,11.0,24.0,SITE-00273282,STOKE STREET 629
1148,WEST MELTON,Stairfoot,STAIRFOOT,Stairfoot,33.0,11.0,24.0,SITE-00273390,STAIRFOOT 22501
